ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-07-09,35.0,2024-07-29,2023,final
2021-08-30,23.61111,2021-09-14,2020,final
2020-09-02,18.88889,2020-09-22,2019,final
2019-05-31,5.73278,,2018,final
2018-05-31,4.88474,2018-06-22,2017,final
2016-06-02,8.04734,,2015,final
2009-08-06,8.04734,,2008,final
2006-07-07,16.09468,,2005,final
2005-07-06,20.11836,,2004,final
2004-07-08,16.09468,,2003,final
2003-07-15,8.04734,,2002,final
2002-07-09,40.23671,,2001,final
2001-07-11,40.23671,,2000,final
