ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-11-13,5,2025-12-05,2025,interim
2025-06-20,3,2025-07-11,2024,final
2024-11-18,5,2024-12-06,2024,interim
2024-06-24,8,2024-07-12,2023,final
2023-11-23,9,2023-12-12,2023,interim
2023-07-05,6,2023-07-21,2022,final
