ex_date,dividend,payment_date
2024-05-14,5.0,2024-05-31
2023-06-05,2.7,2023-06-23
2022-05-30,4.8,2022-06-13
2021-05-27,15.0,2021-06-07
2021-05-24,1.5,
2020-07-09,1.5,2020-07-24
2019-06-27,0.9,2019-07-18
2018-06-22,0.7,2018-07-05
2017-06-12,0.5,2017-07-04
2016-06-17,0.6,
2015-06-11,0.5,
2014-07-01,0.4,
2013-07-01,0.3,
2012-06-27,0.2,
2011-06-22,0.2,
