ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-07-07,14.75,2025-07-23,2024,final
2024-05-29,22.0,2024-06-14,2023,final
2023-05-25,75.0,2023-06-14,2022,final
2022-05-10,60.0,2022-05-13,2021,final
2021-05-07,22.0,2021-05-28,2020,final
2020-06-26,11.0,2020-07-15,2019,final
2019-06-10,22.0,2019-06-20,2018,final
2018-07-04,14.8,2018-07-27,2017,final
2017-05-05,17.4,2017-05-26,2016,final
2016-11-30,12.2,,2016,interim
2016-06-23,6.4,,2015,final
