ex_date,dividend,payment_date
2024-11-14,20,2024-12-05
2024-08-16,20,2024-09-06
2024-05-28,30,2024-06-14
2023-10-31,5,2023-11-17
2023-06-12,35,2023-06-27
2022-06-09,50,2022-07-01
2021-06-09,15,2021-07-02
2020-08-25,7,2020-09-11
2019-05-23,7,2019-06-14
2018-05-09,3,2018-05-31
