ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-04-30,30.0,2025-05-08,2024,final
2024-04-22,25.0,2024-05-03,2023,final
2023-04-18,15.0,2023-05-09,2022,final
2022-06-02,8.5,2022-06-21,2021,final
2015-05-05,10.73613,,2014,final
2014-05-16,11.1349,,2013,final
