ex_date,dividend,payment_date
2024-12-27,135.0,2025-01-15
2024-03-14,235.0,2024-03-28
2024-01-02,84.0,2024-01-18
2023-03-24,231.22139,2023-04-12
2023-01-10,57.0,2023-01-27
2022-03-11,174.25147,2022-04-01
2021-04-06,89.91268,2021-04-28
2020-02-27,152.90845,2020-03-18
2019-05-24,120.15633,2019-06-13
2018-04-02,97.04093,2018-04-25
2017-03-23,77.92693,2017-04-13
2016-04-01,56.66471,
2015-03-27,53.59926,
2014-04-29,46.78594,
2013-03-27,40.95056,
2012-04-27,22.23265,
2011-05-30,12.73433,
2010-12-20,4.17538,
2010-06-29,12.00707,
2009-12-01,4.15811,
2009-06-17,15.37792,
2008-06-19,17.84878,
2007-06-14,15.73064,
2006-06-22,14.19794,
2005-06-17,13.90249,
2004-07-07,7.6535,
