ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-06-23,0.5,2025-07-16,2024,final
2024-07-01,1,2024-07-24,2023,final
2023-07-04,1,2023-07-21,2022,final
2022-06-20,1.6,2022-07-13,2021,final
2021-06-28,1.5,2021-07-22,2020,final
2020-08-27,1.1,2020-09-17,2019,final
2019-07-08,1.1,2019-07-31,2018,final
2018-05-31,1.6,2018-06-22,2017,final
2014-07-14,1.5,2014-08-12,2013,final
