ex_date,dividend,payment_date
2024-06-26,91.0,2024-07-12
2023-07-06,72.0,2023-07-21
2022-07-04,60.0,2022-07-22
2021-09-07,36.0,2021-09-24
2019-06-10,73.0,2019-06-21
2018-06-05,51.0,2018-06-27
2017-06-19,61.0,2017-07-13
2016-06-10,66.0,
2015-06-12,42.83,
