ex_date,dividend,payment_date,fiscal_year,dividend_type
2017-05-26,13.47,2017-06-16,2016,final
2015-06-05,30.0,,2014,final
2014-06-11,30.0,,2013,final
2013-07-05,27.5,,2012,final
2012-06-21,26.0,,2011,final
2011-07-15,25.0,,2010,final
2010-05-21,22.5,,2009,final
2009-06-19,6.0,,2008,final
2008-05-07,8.8,,2007,final
2007-05-22,85.6,,2006,final
2006-10-10,26.8,,2006,interim
2006-06-26,22.2,,2005,final
2005-07-07,23.4,,2004,final
2004-07-16,15.0,,2003,final
2003-07-17,15.0,,2002,final
2002-07-10,12.0,,2001,final
