ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-08-06,50.0,2025-08-19,2025,interim
2025-05-08,50.0,2025-05-22,2024,final
2024-08-05,50.0,2024-08-15,2024,interim
2024-05-13,50.0,2024-05-27,2023,final
2023-11-03,25.0,2023-11-15,2023,interim
2023-08-04,50.0,2023-08-16,2023,interim
2023-05-10,50.0,2023-05-24,2022,final
2022-08-04,25.0,2022-08-16,2022,interim
2022-05-18,17.0,2022-05-24,2021,final
2021-08-04,12.0,2021-08-19,2021,interim
2021-05-11,15.0,2021-05-28,2020,final
2020-08-05,10.0,2020-08-13,2020,interim
2020-05-13,10.0,2020-06-03,2019,final
2019-08-06,12.0,2019-08-16,2019,interim
2019-05-10,24.0,2019-05-17,2018,final
2018-07-12,24.0,2018-08-03,2018,interim
2018-05-14,20.0,2018-05-25,2017,final
2017-08-02,20.0,2017-08-15,2017,interim
2017-05-02,10.0,2017-05-19,2016,final
2016-08-03,14.0,,2016,interim
2016-05-10,4.0,,2015,final
2015-08-10,20.0,,2015,interim
2015-05-13,6.0,,2014,final
2014-09-10,10.0,,2014,interim
2014-06-06,3.0,,2013,final
2013-09-19,10.0,,2013,interim
2013-06-03,5.0,,2012,final
2012-12-27,8.0,,2012,interim
2012-06-07,5.0,,2011,final
2011-08-23,40.0,,2011,interim
2011-06-01,0.4,,2011,interim
2011-03-14,27.0,,2010,final
2010-11-22,6.0,,2010,interim
2010-05-26,5.0,,2009,final
2009-06-10,0.2,,2008,final
2008-11-06,4.0,,2008,interim
2008-06-04,3.8,,2007,final
2007-06-28,2.6,,2006,final
2006-09-04,2.4,,2005,final
