ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-10-14,98.0,2025-10-31,2025,interim
2025-05-21,308.0,2025-06-05,2024,final
2024-10-14,98.0,2024-10-31,2024,interim
2024-05-14,421.0,2024-05-30,2023,final
2023-10-12,98.0,2023-10-31,2023,interim
2023-05-05,552.0,2023-05-19,2022,final
2022-10-12,88.0,2022-10-31,2022,interim
2022-05-09,194.0,2022-05-20,2021,final
2021-10-08,45.0,2021-10-29,2021,interim
2021-05-03,87.0,2021-05-25,2020,final
2020-10-07,27.0,2020-10-27,2020,interim
2020-06-25,157.0,2020-07-10,2019,final
2019-10-07,57.0,2019-10-30,2019,interim
2019-05-07,154.13001,2019-05-24,2018,final
2018-10-05,60.0,2018-10-31,2018,interim
2018-05-04,130.0,2018-05-25,2017,final
2017-10-03,55.0,2017-10-27,2017,interim
2017-05-02,113.0,2017-05-19,2016,final
2016-09-27,55.0,,2016,interim
2016-05-09,113.0,,2015,final
2015-09-28,64.0,,2015,interim
2015-05-07,152.0,,2014,final
2014-10-15,64.0,,2014,interim
2014-05-23,152.0,,2013,final
2013-10-11,64.0,,2013,interim
2013-05-21,150.0,,2012,final
2012-10-19,66.0,,2012,interim
2012-05-21,138.0,,2011,final
2011-10-27,60.0,,2011,interim
2011-05-30,113.0,,2010,final
2010-10-28,47.0,,2010,interim
2010-06-17,83.0,,2009,final
2009-10-30,29.0,,2009,interim
2009-06-18,57.0,,2008,final
2008-10-29,30.0,,2008,interim
2008-06-19,48.4,,2007,final
2007-10-30,16.0,,2007,interim
2007-06-15,29.0,,2006,final
2006-10-30,15.0,,2006,interim
2006-06-16,34.0,,2005,final
2005-11-10,10.0,,2005,interim
2005-06-17,27.0,,2004,final
2004-11-02,10.0,,2004,interim
2004-06-29,17.0,,2003,final
2003-12-02,5.0,,2002,final
