ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-06-20,34.0,2025-07-03,2024,final
2024-05-14,37.0,2024-05-31,2023,final
2023-07-05,27.0,2023-07-21,2022,final
2022-12-12,18.0,2022-12-22,2022,interim
2022-07-01,5.0,2022-07-22,2021,final
2021-04-21,32.0,2021-05-03,2020,final
2020-12-15,53.0,2020-12-29,2020,interim
2020-04-20,132.0,2020-05-13,2019,final
2019-12-30,132.0,2020-01-15,2019,interim
2019-04-22,26.24,2019-05-10,2018,final
2018-04-27,6.11,2018-05-23,2017,final
2017-05-02,4.14,2017-05-24,2016,final
2016-04-07,2.2,,2015,final
2015-06-08,1.8,,2014,final
2014-05-06,1.6,,2013,final
2013-05-17,1.5,,2012,final
2012-05-02,1.6,,2011,final
2011-04-15,1.5,,2010,final
