ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-04-17,43.0,2024-04-26,2023,final
2023-03-20,55.0,2023-03-29,2022,final
2022-03-17,45.0,2022-03-29,2021,final
2021-03-18,30.0,2021-04-06,2020,final
2020-03-12,22.0,2020-03-24,2019,final
2019-03-13,16.0,2019-03-28,2018,final
2018-04-06,12.0,2018-04-24,2017,final
2017-06-15,5.0,2017-07-05,2016,final
2016-05-09,5.0,,2015,final
2015-06-08,12.0,,2014,final
2014-06-10,16.0,,2013,final
2013-06-03,10.0,,2012,final
2012-06-12,5.0,,2011,final
2011-06-01,3.75,,2010,final
2010-07-29,1.75,,2009,final
2009-07-22,0.625,,2008,final
2008-06-19,0.625,,2007,final
2006-05-23,1.4375,,2005,final
