ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-06-19,55.0,2025-07-10,2024,final
2024-06-25,55.0,2024-07-11,2023,final
2023-06-22,35.0,2023-07-11,2022,final
2022-07-07,21.0,2022-07-27,2021,final
2021-08-03,52.0,2021-08-13,2020,final
2020-07-07,30.0,2020-07-30,2019,final
2019-07-01,29.0,2019-07-24,2018,final
2018-06-06,27.0,2018-06-25,2017,final
2017-06-22,21.0,2017-07-14,2016,final
2016-07-13,12.0,,2015,final
2015-06-18,6.4,,2014,final
2014-07-10,9.2,,2013,final
2013-07-12,7.88569,,2012,final
2012-07-11,4.45713,,2011,final
2011-07-14,4.45713,,2010,final
2010-07-13,3.42856,,2009,final
2009-07-22,1.71428,,2008,final
2008-07-15,1.37143,,2007,final
2007-07-17,1.2,,2006,final
2006-07-07,0.85714,,2005,final
2005-07-20,0.85714,,2004,final
2004-07-13,0.85714,,2003,final
2003-07-22,0.68571,,2002,final
2002-07-19,0.17143,,2001,final
