ex_date,dividend,payment_date
2024-07-03,20.5,2024-07-26
2023-06-09,30.0,2023-06-27
2022-06-24,16.7,2022-07-15
2021-06-04,17.42,2021-06-25
2020-07-07,5.15,2020-07-29
