ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-10-02,123.0,2025-10-24,2025,interim
2025-05-08,184.0,2025-05-28,2024,final
2024-10-04,84.0,2024-10-24,2024,interim
2024-05-03,165.0,2024-05-22,2023,final
2023-10-09,82.0,2023-10-24,2023,interim
2023-04-13,319.0,2023-05-04,2022,final
2022-10-12,85.0,2022-10-24,2022,interim
2022-04-25,359.0,2022-05-13,2021,final
2021-10-12,102.0,2021-10-22,2021,interim
2021-04-23,153.0,2021-05-10,2020,final
2020-10-08,42.0,2020-10-19,2020,interim
2020-06-19,49.0,2020-07-03,2019,final
2019-04-25,224.0,2019-05-16,2018,final
2018-10-05,112.0,2018-10-19,2018,interim
2018-04-18,322.0,2018-05-09,2017,final
2017-10-06,148.0,2017-10-19,2017,interim
2017-04-21,370.0,2017-05-12,2016,final
2016-09-28,99.0,,2015,final
2015-04-22,449.7457,,2014,final
2014-10-10,232.49565,,2014,interim
2014-05-12,338.26212,,2013,final
2013-10-03,152.45616,,2013,interim
2013-05-16,433.5472,,2012,final
2012-10-17,219.15573,,2012,interim
2012-05-09,662.23145,,2011,final
2011-10-25,285.85532,,2011,interim
2011-05-23,609.82465,,2010,final
2010-10-27,181.0417,,2010,interim
2010-06-09,443.0757,,2009,final
2009-11-02,209.62723,,2009,interim
2009-06-05,147.69191,,2008,final
2008-10-24,333.49786,,2008,interim
2008-06-17,595.5319,,2007,final
2007-10-22,181.0417,,2007,interim
2007-06-12,219.15573,,2006,final
2006-10-18,90.52084,,2006,interim
2006-05-15,309.67657,,2005,final
2005-06-07,142.92766,,2004,final
2004-12-07,95.2851,,2004,interim
2004-06-07,85.75659,,2003,final
2003-06-06,57.17106,,2002,final
2002-06-19,9.52851,,2001,final
2001-06-08,6.66996,,2000,final
