ex_date,dividend,payment_date
2024-06-14,22.0,2024-07-04
2023-06-19,30.0,2023-07-06
2022-05-09,20.0,2022-05-19
2021-04-19,12.5,2021-05-06
2020-06-02,5.0,2020-06-17
2019-05-20,10.0,2019-05-28
2018-04-10,10.0,2018-04-26
2017-04-10,5.0,2017-04-28
2016-06-10,5.0,
2015-03-26,10.0,
2014-06-18,4.0,
