ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-09-03,34.31,2024-09-23,2023,final
2023-09-05,15.78,2023-09-25,2022,final
2020-09-04,11.4,2020-09-25,2019,final
2019-07-31,8.79,2019-08-22,2018,final
2018-09-19,5.0,2018-10-10,2017,final
2017-09-20,19.07,2017-10-12,2016,final
2016-08-25,7.675,,2015,final
2015-07-23,6.6725,,2014,final
2014-08-19,5.0,,2013,final
2013-08-13,0.0017,,2012,final
2012-10-01,10.5,,2011,final
2011-07-20,2.5,,2010,final
2010-06-21,3.5,,2009,final
2009-12-16,4.5,,2009,interim
2009-06-23,31.25,,2008,final
2008-06-03,25.0,,2007,final
2007-06-28,8.75,,2006,final
2006-12-20,2.5,,2006,interim
2006-06-19,5.25,,2005,final
2005-06-20,1.75,,2004,final
2002-06-07,2.75,,2001,final
