ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-04-22,87.67,2024-04-26,2023,final
2023-04-17,106.55,2023-04-28,2022,final
2022-04-22,60.2,2022-05-09,2021,final
2021-05-19,48.49,2021-06-03,2020,final
2020-07-16,25.73,2020-07-27,2019,final
2019-05-17,9.78,2019-05-31,2018,final
2018-05-21,5.82,2018-06-08,2017,final
2017-05-24,13.73,2017-06-09,2016,final
2016-05-27,10.61,,2015,final
2015-06-08,5.53,,2014,final
2014-05-20,3.12,,2013,final
2013-03-28,7.366,,2012,final
2012-05-22,5.726,,2011,final
2011-04-20,4.928,,2010,final
